Equip,Level Requirement,Grade,Stat,Value,Weight,Cube
Shield,120,Epic,20% chance to recover 360 HP on attack,1,2,Black
Shield,120,Epic,20% chance to recover 180 MP on attack,1,2,Black
Shield,120,Epic,Ignore Enemy DEF %,15,2,Black
Shield,120,Unique,STR %,9,5,Black
Shield,120,Unique,DEX %,9,5,Black
Shield,120,Unique,INT %,9,5,Black
Shield,120,Unique,LUK %,9,5,Black
Shield,120,Unique,ATT %,9,3,Black
Shield,120,Unique,Magic ATT %,9,3,Black
Shield,120,Unique,Critical Rate %,9,4,Black
Shield,120,Unique,Damage %,9,3,Black
Shield,120,Unique,All Stats %,6,4,Black
Shield,120,Unique,Ignore Enemy DEF %,30,3,Black
Shield,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Shield,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Shield,120,Unique,Boss Damage %,20,3,Black
Shield,120,Unique,Boss Damage %,30,2,Black
Shield,120,Legendary,STR %,12,4,Black
Shield,120,Legendary,DEX %,12,4,Black
Shield,120,Legendary,INT %,12,4,Black
Shield,120,Legendary,LUK %,12,4,Black
Shield,120,Legendary,ATT %,12,2,Black
Shield,120,Legendary,Magic ATT %,12,2,Black
Shield,120,Legendary,Critical Rate %,12,2,Black
Shield,120,Legendary,Damage %,12,2,Black
Shield,120,Legendary,All Stats %,9,3,Black
Shield,120,Legendary,ATT per 10 character levels,1,2,Black
Shield,120,Legendary,Magic ATT per 10 character levels,1,2,Black
Shield,120,Legendary,Ignore Enemy DEF %,35,2,Black
Shield,120,Legendary,Ignore Enemy DEF %,40,2,Black
Shield,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Shield,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Shield,120,Legendary,Boss Damage %,30,2,Black
Shield,120,Legendary,Boss Damage %,35,2,Black
Shield,120,Legendary,Boss Damage %,40,2,Black
Helmet,120,Normal,STR,6,1,Black
Helmet,120,Normal,DEX,6,1,Black
Helmet,120,Normal,INT,6,1,Black
Helmet,120,Normal,LUK,6,1,Black
Helmet,120,Normal,Max HP,60,1,Black
Helmet,120,Normal,Max MP,60,1,Black
Helmet,120,Normal,DEF,60,1,Black
Helmet,120,Rare,STR,12,3,Black
Helmet,120,Rare,DEX,12,3,Black
Helmet,120,Rare,INT,12,3,Black
Helmet,120,Rare,LUK,12,3,Black
Helmet,120,Rare,Max HP,120,3,Black
Helmet,120,Rare,Max MP,120,3,Black
Helmet,120,Rare,DEF,120,2,Black
Helmet,120,Rare,STR %,3,3,Black
Helmet,120,Rare,DEX %,3,3,Black
Helmet,120,Rare,INT %,3,3,Black
Helmet,120,Rare,LUK %,3,3,Black
Helmet,120,Rare,Max HP %,3,2,Black
Helmet,120,Rare,Max MP %,3,2,Black
Helmet,120,Rare,DEF %,3,2,Black
Helmet,120,Rare,All Stats,5,2,Black
Helmet,120,Epic,STR %,6,5,Black
Helmet,120,Epic,DEX %,6,5,Black
Helmet,120,Epic,INT %,6,5,Black
Helmet,120,Epic,LUK %,6,5,Black
Helmet,120,Epic,Max HP %,6,5,Black
Helmet,120,Epic,Max MP %,6,5,Black
Helmet,120,Epic,DEF %,6,3,Black
Helmet,120,Epic,All Stats %,3,2,Black
Helmet,120,Unique,STR %,9,5,Black
Helmet,120,Unique,DEX %,9,5,Black
Helmet,120,Unique,INT %,9,5,Black
Helmet,120,Unique,LUK %,9,5,Black
Helmet,120,Unique,Max HP %,9,6,Black
Helmet,120,Unique,Max MP %,9,6,Black
Helmet,120,Unique,DEF %,9,4,Black
Helmet,120,Unique,All Stats %,6,4,Black
Helmet,120,Unique,All Skill Levels,1,4,Black
Helmet,120,Unique,All Skill Levels,2,2,Black
Helmet,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Helmet,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Helmet,120,Unique,HP Recovery % (on items and skills),30,4,Black
Helmet,120,Unique,Decent Mystic Door,1,4,Black
Helmet,120,Legendary,STR %,12,4,Black
Helmet,120,Legendary,DEX %,12,4,Black
Helmet,120,Legendary,INT %,12,4,Black
Helmet,120,Legendary,LUK %,12,4,Black
Helmet,120,Legendary,Max HP %,12,4,Black
Helmet,120,Legendary,Max MP %,12,4,Black
Helmet,120,Legendary,DEF %,12,4,Black
Helmet,120,Legendary,All Stats %,9,3,Black
Helmet,120,Legendary,All Skill Levels,2,3,Black
Helmet,120,Legendary,All Skill Levels,3,2,Black
Helmet,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Helmet,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Helmet,120,Legendary,Skill Cooldown Reduction,1,3,Black
Helmet,120,Legendary,Skill Cooldown Reduction,2,2,Black
Helmet,120,Legendary,Decent Advanced Blessing,1,3,Black
Top,120,Normal,STR,6,1,Black
Top,120,Normal,DEX,6,1,Black
Top,120,Normal,INT,6,1,Black
Top,120,Normal,LUK,6,1,Black
Top,120,Normal,Max HP,60,1,Black
Top,120,Normal,Max MP,60,1,Black
Top,120,Normal,DEF,60,1,Black
Top,120,Rare,STR,12,3,Black
Top,120,Rare,DEX,12,3,Black
Top,120,Rare,INT,12,3,Black
Top,120,Rare,LUK,12,3,Black
Top,120,Rare,Max HP,120,3,Black
Top,120,Rare,Max MP,120,3,Black
Top,120,Rare,DEF,120,2,Black
Top,120,Rare,STR %,3,3,Black
Top,120,Rare,DEX %,3,3,Black
Top,120,Rare,INT %,3,3,Black
Top,120,Rare,LUK %,3,3,Black
Top,120,Rare,Max HP %,3,2,Black
Top,120,Rare,Max MP %,3,2,Black
Top,120,Rare,DEF %,3,2,Black
Top,120,Rare,All Stats,5,2,Black
Top,120,Epic,STR %,6,5,Black
Top,120,Epic,DEX %,6,5,Black
Top,120,Epic,INT %,6,5,Black
Top,120,Epic,LUK %,6,5,Black
Top,120,Epic,Max HP %,6,5,Black
Top,120,Epic,Max MP %,6,5,Black
Top,120,Epic,DEF %,6,3,Black
Top,120,Epic,All Stats %,3,2,Black
Top,120,Epic,Invincibility duration after getting attacked,1,3,Black
Top,120,Unique,STR %,9,5,Black
Top,120,Unique,DEX %,9,5,Black
Top,120,Unique,INT %,9,5,Black
Top,120,Unique,LUK %,9,5,Black
Top,120,Unique,Max HP %,9,6,Black
Top,120,Unique,Max MP %,9,6,Black
Top,120,Unique,DEF %,9,4,Black
Top,120,Unique,All Stats %,6,4,Black
Top,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Top,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Top,120,Unique,Invincibility duration after getting attacked,2,4,Black
Top,120,Unique,2% chance of 7 second invincibility after being attacked,1,4,Black
Top,120,Unique,30% chance to reflect 50% of incoming damage,1,4,Black
Top,120,Unique,30% chance to reflect 70% of incoming damage,1,2,Black
Top,120,Unique,HP Recovery % (on items and skills),30,4,Black
Top,120,Legendary,STR %,12,4,Black
Top,120,Legendary,DEX %,12,4,Black
Top,120,Legendary,INT %,12,4,Black
Top,120,Legendary,LUK %,12,4,Black
Top,120,Legendary,Max HP %,12,4,Black
Top,120,Legendary,Max MP %,12,4,Black
Top,120,Legendary,DEF %,12,4,Black
Top,120,Legendary,All Stats %,9,3,Black
Top,120,Legendary,All Elemental Resistances %,10,2,Black
Top,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Top,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Top,120,Legendary,Invincibility duration after getting attacked,3,3,Black
Top,120,Legendary,4% chance of 7 second invincibility after being attacked,1,3,Black
Overall,120,Normal,STR,6,1,Black
Overall,120,Normal,DEX,6,1,Black
Overall,120,Normal,INT,6,1,Black
Overall,120,Normal,LUK,6,1,Black
Overall,120,Normal,Max HP,60,1,Black
Overall,120,Normal,Max MP,60,1,Black
Overall,120,Normal,DEF,60,1,Black
Overall,120,Rare,STR,12,3,Black
Overall,120,Rare,DEX,12,3,Black
Overall,120,Rare,INT,12,3,Black
Overall,120,Rare,LUK,12,3,Black
Overall,120,Rare,Max HP,120,3,Black
Overall,120,Rare,Max MP,120,3,Black
Overall,120,Rare,DEF,120,2,Black
Overall,120,Rare,STR %,3,3,Black
Overall,120,Rare,DEX %,3,3,Black
Overall,120,Rare,INT %,3,3,Black
Overall,120,Rare,LUK %,3,3,Black
Overall,120,Rare,Max HP %,3,2,Black
Overall,120,Rare,Max MP %,3,2,Black
Overall,120,Rare,DEF %,3,2,Black
Overall,120,Rare,All Stats,5,2,Black
Overall,120,Epic,STR %,6,5,Black
Overall,120,Epic,DEX %,6,5,Black
Overall,120,Epic,INT %,6,5,Black
Overall,120,Epic,LUK %,6,5,Black
Overall,120,Epic,Max HP %,6,5,Black
Overall,120,Epic,Max MP %,6,5,Black
Overall,120,Epic,DEF %,6,3,Black
Overall,120,Epic,All Stats %,3,2,Black
Overall,120,Epic,Invincibility duration after getting attacked,1,3,Black
Overall,120,Unique,STR %,9,5,Black
Overall,120,Unique,DEX %,9,5,Black
Overall,120,Unique,INT %,9,5,Black
Overall,120,Unique,LUK %,9,5,Black
Overall,120,Unique,Max HP %,9,6,Black
Overall,120,Unique,Max MP %,9,6,Black
Overall,120,Unique,DEF %,9,4,Black
Overall,120,Unique,All Stats %,6,4,Black
Overall,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Overall,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Overall,120,Unique,Invincibility duration after getting attacked,2,4,Black
Overall,120,Unique,2% chance of 7 second invincibility after being attacked,1,4,Black
Overall,120,Unique,30% chance to reflect 50% of incoming damage,1,4,Black
Overall,120,Unique,30% chance to reflect 70% of incoming damage,1,2,Black
Overall,120,Unique,HP Recovery % (on items and skills),30,4,Black
Overall,120,Legendary,STR %,12,4,Black
Overall,120,Legendary,DEX %,12,4,Black
Overall,120,Legendary,INT %,12,4,Black
Overall,120,Legendary,LUK %,12,4,Black
Overall,120,Legendary,Max HP %,12,4,Black
Overall,120,Legendary,Max MP %,12,4,Black
Overall,120,Legendary,DEF %,12,4,Black
Overall,120,Legendary,All Stats %,9,3,Black
Overall,120,Legendary,All Elemental Resistances %,10,2,Black
Overall,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Overall,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Overall,120,Legendary,Invincibility duration after getting attacked,3,3,Black
Overall,120,Legendary,4% chance of 7 second invincibility after being attacked,1,3,Black
Bottom,120,Normal,STR,6,1,Black
Bottom,120,Normal,DEX,6,1,Black
Bottom,120,Normal,INT,6,1,Black
Bottom,120,Normal,LUK,6,1,Black
Bottom,120,Normal,Max HP,60,1,Black
Bottom,120,Normal,Max MP,60,1,Black
Bottom,120,Normal,DEF,60,1,Black
Bottom,120,Rare,STR,12,3,Black
Bottom,120,Rare,DEX,12,3,Black
Bottom,120,Rare,INT,12,3,Black
Bottom,120,Rare,LUK,12,3,Black
Bottom,120,Rare,Max HP,120,3,Black
Bottom,120,Rare,Max MP,120,3,Black
Bottom,120,Rare,DEF,120,2,Black
Bottom,120,Rare,STR %,3,3,Black
Bottom,120,Rare,DEX %,3,3,Black
Bottom,120,Rare,INT %,3,3,Black
Bottom,120,Rare,LUK %,3,3,Black
Bottom,120,Rare,Max HP %,3,2,Black
Bottom,120,Rare,Max MP %,3,2,Black
Bottom,120,Rare,DEF %,3,2,Black
Bottom,120,Rare,All Stats,5,2,Black
Bottom,120,Epic,STR %,6,5,Black
Bottom,120,Epic,DEX %,6,5,Black
Bottom,120,Epic,INT %,6,5,Black
Bottom,120,Epic,LUK %,6,5,Black
Bottom,120,Epic,Max HP %,6,5,Black
Bottom,120,Epic,Max MP %,6,5,Black
Bottom,120,Epic,DEF %,6,3,Black
Bottom,120,Epic,All Stats %,3,2,Black
Bottom,120,Unique,STR %,9,5,Black
Bottom,120,Unique,DEX %,9,5,Black
Bottom,120,Unique,INT %,9,5,Black
Bottom,120,Unique,LUK %,9,5,Black
Bottom,120,Unique,Max HP %,9,6,Black
Bottom,120,Unique,Max MP %,9,6,Black
Bottom,120,Unique,DEF %,9,4,Black
Bottom,120,Unique,All Stats %,6,4,Black
Bottom,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Bottom,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Bottom,120,Unique,HP Recovery % (on items and skills),30,4,Black
Bottom,120,Unique,Decent Hyper Body,1,4,Black
Bottom,120,Legendary,STR %,12,4,Black
Bottom,120,Legendary,DEX %,12,4,Black
Bottom,120,Legendary,INT %,12,4,Black
Bottom,120,Legendary,LUK %,12,4,Black
Bottom,120,Legendary,Max HP %,12,4,Black
Bottom,120,Legendary,Max MP %,12,4,Black
Bottom,120,Legendary,DEF %,12,4,Black
Bottom,120,Legendary,All Stats %,9,3,Black
Bottom,120,Legendary,Status Resistance,10,2,Black
Bottom,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Bottom,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Shoes,120,Normal,STR,6,3,Black
Shoes,120,Normal,DEX,6,3,Black
Shoes,120,Normal,INT,6,3,Black
Shoes,120,Normal,LUK,6,3,Black
Shoes,120,Normal,Max HP,60,3,Black
Shoes,120,Normal,Max MP,60,3,Black
Shoes,120,Normal,Speed,4,2,Black
Shoes,120,Normal,Jump,4,2,Black
Shoes,120,Normal,DEF,60,3,Black
Shoes,120,Rare,STR,12,3,Black
Shoes,120,Rare,DEX,12,3,Black
Shoes,120,Rare,INT,12,3,Black
Shoes,120,Rare,LUK,12,3,Black
Shoes,120,Rare,Max HP,120,3,Black
Shoes,120,Rare,Max MP,120,3,Black
Shoes,120,Rare,Speed,8,2,Black
Shoes,120,Rare,Jump,8,2,Black
Shoes,120,Rare,DEF,120,2,Black
Shoes,120,Rare,STR %,3,3,Black
Shoes,120,Rare,DEX %,3,3,Black
Shoes,120,Rare,INT %,3,3,Black
Shoes,120,Rare,LUK %,3,3,Black
Shoes,120,Rare,Max HP %,3,2,Black
Shoes,120,Rare,Max MP %,3,2,Black
Shoes,120,Rare,DEF %,3,2,Black
Shoes,120,Rare,All Stats,5,2,Black
Shoes,120,Epic,STR %,6,5,Black
Shoes,120,Epic,DEX %,6,5,Black
Shoes,120,Epic,INT %,6,5,Black
Shoes,120,Epic,LUK %,6,5,Black
Shoes,120,Epic,Max HP %,6,5,Black
Shoes,120,Epic,Max MP %,6,5,Black
Shoes,120,Epic,DEF %,6,3,Black
Shoes,120,Epic,All Stats %,3,2,Black
Shoes,120,Unique,STR %,9,5,Black
Shoes,120,Unique,DEX %,9,5,Black
Shoes,120,Unique,INT %,9,5,Black
Shoes,120,Unique,LUK %,9,5,Black
Shoes,120,Unique,Max HP %,9,6,Black
Shoes,120,Unique,Max MP %,9,6,Black
Shoes,120,Unique,DEF %,9,4,Black
Shoes,120,Unique,All Stats %,6,4,Black
Shoes,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Shoes,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Shoes,120,Unique,HP Recovery % (on items and skills),30,4,Black
Shoes,120,Unique,Decent Haste,1,4,Black
Shoes,120,Legendary,STR %,12,4,Black
Shoes,120,Legendary,DEX %,12,4,Black
Shoes,120,Legendary,INT %,12,4,Black
Shoes,120,Legendary,LUK %,12,4,Black
Shoes,120,Legendary,Max HP %,12,4,Black
Shoes,120,Legendary,Max MP %,12,4,Black
Shoes,120,Legendary,DEF %,12,4,Black
Shoes,120,Legendary,All Stats %,9,3,Black
Shoes,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Shoes,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Shoes,120,Legendary,Decent Combat Orders,1,3,Black
Gloves,120,Normal,STR,6,1,Black
Gloves,120,Normal,DEX,6,1,Black
Gloves,120,Normal,INT,6,1,Black
Gloves,120,Normal,LUK,6,1,Black
Gloves,120,Normal,Max HP,60,1,Black
Gloves,120,Normal,Max MP,60,1,Black
Gloves,120,Normal,DEF,60,1,Black
Gloves,120,Rare,STR,12,3,Black
Gloves,120,Rare,DEX,12,3,Black
Gloves,120,Rare,INT,12,3,Black
Gloves,120,Rare,LUK,12,3,Black
Gloves,120,Rare,Max HP,120,3,Black
Gloves,120,Rare,Max MP,120,3,Black
Gloves,120,Rare,DEF,120,2,Black
Gloves,120,Rare,STR %,3,3,Black
Gloves,120,Rare,DEX %,3,3,Black
Gloves,120,Rare,INT %,3,3,Black
Gloves,120,Rare,LUK %,3,3,Black
Gloves,120,Rare,Max HP %,3,2,Black
Gloves,120,Rare,Max MP %,3,2,Black
Gloves,120,Rare,DEF %,3,2,Black
Gloves,120,Rare,All Stats,5,2,Black
Gloves,120,Epic,STR %,6,5,Black
Gloves,120,Epic,DEX %,6,5,Black
Gloves,120,Epic,INT %,6,5,Black
Gloves,120,Epic,LUK %,6,5,Black
Gloves,120,Epic,Max HP %,6,5,Black
Gloves,120,Epic,Max MP %,6,5,Black
Gloves,120,Epic,DEF %,6,3,Black
Gloves,120,Epic,All Stats %,3,2,Black
Gloves,120,Epic,15% chance of recovering 95 HP on defeating an enemy,1,3,Black
Gloves,120,Epic,15% chance of recovering 95 MP on defeating an enemy,1,3,Black
Gloves,120,Unique,STR %,9,5,Black
Gloves,120,Unique,DEX %,9,5,Black
Gloves,120,Unique,INT %,9,5,Black
Gloves,120,Unique,LUK %,9,5,Black
Gloves,120,Unique,Max HP %,9,6,Black
Gloves,120,Unique,Max MP %,9,6,Black
Gloves,120,Unique,DEF %,9,4,Black
Gloves,120,Unique,All Stats %,6,4,Black
Gloves,120,Unique,STR per 10 character levels,1,1,Black
Gloves,120,Unique,DEX per 10 character levels,1,1,Black
Gloves,120,Unique,INT per 10 character levels,1,1,Black
Gloves,120,Unique,LUK per 10 character levels,1,1,Black
Gloves,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Gloves,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Gloves,120,Unique,HP Recovery % (on items and skills),30,4,Black
Gloves,120,Unique,Decent Sharp Eyes,1,4,Black
Gloves,120,Legendary,STR %,12,4,Black
Gloves,120,Legendary,DEX %,12,4,Black
Gloves,120,Legendary,INT %,12,4,Black
Gloves,120,Legendary,LUK %,12,4,Black
Gloves,120,Legendary,Max HP %,12,4,Black
Gloves,120,Legendary,Max MP %,12,4,Black
Gloves,120,Legendary,DEF %,12,4,Black
Gloves,120,Legendary,Critical Damage %,8,2,Black
Gloves,120,Legendary,Critical Damage %,8,2,Black
Gloves,120,Legendary,All Stats %,9,3,Black
Gloves,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Gloves,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Gloves,120,Legendary,Decent Speed Infusion,1,3,Black
Cape,120,Normal,STR,6,1,Black
Cape,120,Normal,DEX,6,1,Black
Cape,120,Normal,INT,6,1,Black
Cape,120,Normal,LUK,6,1,Black
Cape,120,Normal,Max HP,60,1,Black
Cape,120,Normal,Max MP,60,1,Black
Cape,120,Normal,DEF,60,1,Black
Cape,120,Rare,STR,12,3,Black
Cape,120,Rare,DEX,12,3,Black
Cape,120,Rare,INT,12,3,Black
Cape,120,Rare,LUK,12,3,Black
Cape,120,Rare,Max HP,120,3,Black
Cape,120,Rare,Max MP,120,3,Black
Cape,120,Rare,DEF,120,2,Black
Cape,120,Rare,STR %,3,3,Black
Cape,120,Rare,DEX %,3,3,Black
Cape,120,Rare,INT %,3,3,Black
Cape,120,Rare,LUK %,3,3,Black
Cape,120,Rare,Max HP %,3,2,Black
Cape,120,Rare,Max MP %,3,2,Black
Cape,120,Rare,DEF %,3,2,Black
Cape,120,Rare,All Stats,5,2,Black
Cape,120,Epic,STR %,6,5,Black
Cape,120,Epic,DEX %,6,5,Black
Cape,120,Epic,INT %,6,5,Black
Cape,120,Epic,LUK %,6,5,Black
Cape,120,Epic,Max HP %,6,5,Black
Cape,120,Epic,Max MP %,6,5,Black
Cape,120,Epic,DEF %,6,3,Black
Cape,120,Epic,All Stats %,3,2,Black
Cape,120,Unique,STR %,9,5,Black
Cape,120,Unique,DEX %,9,5,Black
Cape,120,Unique,INT %,9,5,Black
Cape,120,Unique,LUK %,9,5,Black
Cape,120,Unique,Max HP %,9,6,Black
Cape,120,Unique,Max MP %,9,6,Black
Cape,120,Unique,DEF %,9,4,Black
Cape,120,Unique,All Stats %,6,4,Black
Cape,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Cape,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Cape,120,Unique,HP Recovery % (on items and skills),30,4,Black
Cape,120,Legendary,STR %,12,4,Black
Cape,120,Legendary,DEX %,12,4,Black
Cape,120,Legendary,INT %,12,4,Black
Cape,120,Legendary,LUK %,12,4,Black
Cape,120,Legendary,Max HP %,12,4,Black
Cape,120,Legendary,Max MP %,12,4,Black
Cape,120,Legendary,DEF %,12,4,Black
Cape,120,Legendary,All Stats %,9,3,Black
Cape,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Cape,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Belt,120,Normal,STR,6,1,Black
Belt,120,Normal,DEX,6,1,Black
Belt,120,Normal,INT,6,1,Black
Belt,120,Normal,LUK,6,1,Black
Belt,120,Normal,Max HP,60,1,Black
Belt,120,Normal,Max MP,60,1,Black
Belt,120,Normal,DEF,60,1,Black
Belt,120,Rare,STR,12,3,Black
Belt,120,Rare,DEX,12,3,Black
Belt,120,Rare,INT,12,3,Black
Belt,120,Rare,LUK,12,3,Black
Belt,120,Rare,Max HP,120,3,Black
Belt,120,Rare,Max MP,120,3,Black
Belt,120,Rare,DEF,120,2,Black
Belt,120,Rare,STR %,3,3,Black
Belt,120,Rare,DEX %,3,3,Black
Belt,120,Rare,INT %,3,3,Black
Belt,120,Rare,LUK %,3,3,Black
Belt,120,Rare,Max HP %,3,2,Black
Belt,120,Rare,Max MP %,3,2,Black
Belt,120,Rare,DEF %,3,2,Black
Belt,120,Rare,All Stats,5,2,Black
Belt,120,Epic,STR %,6,5,Black
Belt,120,Epic,DEX %,6,5,Black
Belt,120,Epic,INT %,6,5,Black
Belt,120,Epic,LUK %,6,5,Black
Belt,120,Epic,Max HP %,6,5,Black
Belt,120,Epic,Max MP %,6,5,Black
Belt,120,Epic,DEF %,6,3,Black
Belt,120,Epic,All Stats %,3,2,Black
Belt,120,Unique,STR %,9,5,Black
Belt,120,Unique,DEX %,9,5,Black
Belt,120,Unique,INT %,9,5,Black
Belt,120,Unique,LUK %,9,5,Black
Belt,120,Unique,Max HP %,9,6,Black
Belt,120,Unique,Max MP %,9,6,Black
Belt,120,Unique,DEF %,9,4,Black
Belt,120,Unique,All Stats %,6,4,Black
Belt,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Belt,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Belt,120,Unique,HP Recovery % (on items and skills),30,4,Black
Belt,120,Legendary,STR %,12,4,Black
Belt,120,Legendary,DEX %,12,4,Black
Belt,120,Legendary,INT %,12,4,Black
Belt,120,Legendary,LUK %,12,4,Black
Belt,120,Legendary,Max HP %,12,4,Black
Belt,120,Legendary,Max MP %,12,4,Black
Belt,120,Legendary,DEF %,12,4,Black
Belt,120,Legendary,All Stats %,9,3,Black
Belt,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Belt,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Shoulder,120,Normal,STR,6,1,Black
Shoulder,120,Normal,DEX,6,1,Black
Shoulder,120,Normal,INT,6,1,Black
Shoulder,120,Normal,LUK,6,1,Black
Shoulder,120,Normal,Max HP,60,1,Black
Shoulder,120,Normal,Max MP,60,1,Black
Shoulder,120,Normal,DEF,60,1,Black
Shoulder,120,Rare,STR,12,3,Black
Shoulder,120,Rare,DEX,12,3,Black
Shoulder,120,Rare,INT,12,3,Black
Shoulder,120,Rare,LUK,12,3,Black
Shoulder,120,Rare,Max HP,120,3,Black
Shoulder,120,Rare,Max MP,120,3,Black
Shoulder,120,Rare,DEF,120,2,Black
Shoulder,120,Rare,STR %,3,3,Black
Shoulder,120,Rare,DEX %,3,3,Black
Shoulder,120,Rare,INT %,3,3,Black
Shoulder,120,Rare,LUK %,3,3,Black
Shoulder,120,Rare,Max HP %,3,2,Black
Shoulder,120,Rare,Max MP %,3,2,Black
Shoulder,120,Rare,DEF %,3,2,Black
Shoulder,120,Rare,All Stats,5,2,Black
Shoulder,120,Epic,STR %,6,5,Black
Shoulder,120,Epic,DEX %,6,5,Black
Shoulder,120,Epic,INT %,6,5,Black
Shoulder,120,Epic,LUK %,6,5,Black
Shoulder,120,Epic,Max HP %,6,5,Black
Shoulder,120,Epic,Max MP %,6,5,Black
Shoulder,120,Epic,DEF %,6,3,Black
Shoulder,120,Epic,All Stats %,3,2,Black
Shoulder,120,Unique,STR %,9,5,Black
Shoulder,120,Unique,DEX %,9,5,Black
Shoulder,120,Unique,INT %,9,5,Black
Shoulder,120,Unique,LUK %,9,5,Black
Shoulder,120,Unique,Max HP %,9,6,Black
Shoulder,120,Unique,Max MP %,9,6,Black
Shoulder,120,Unique,DEF %,9,4,Black
Shoulder,120,Unique,All Stats %,6,4,Black
Shoulder,120,Unique,5% chance to ignore 20% damage received,1,4,Black
Shoulder,120,Unique,5% chance to ignore 40% damage received,1,4,Black
Shoulder,120,Unique,HP Recovery % (on items and skills),30,4,Black
Shoulder,120,Legendary,STR %,12,4,Black
Shoulder,120,Legendary,DEX %,12,4,Black
Shoulder,120,Legendary,INT %,12,4,Black
Shoulder,120,Legendary,LUK %,12,4,Black
Shoulder,120,Legendary,Max HP %,12,4,Black
Shoulder,120,Legendary,Max MP %,12,4,Black
Shoulder,120,Legendary,DEF %,12,4,Black
Shoulder,120,Legendary,All Stats %,9,3,Black
Shoulder,120,Legendary,10% chance to ignore 20% damage received,1,3,Black
Shoulder,120,Legendary,10% chance to ignore 40% damage received,1,3,Black
Face Accessory,120,Normal,STR,6,1,Black
Face Accessory,120,Normal,DEX,6,1,Black
Face Accessory,120,Normal,INT,6,1,Black
Face Accessory,120,Normal,LUK,6,1,Black
